id,title,jenis,nomor,tahun,status,dicabut_oleh
D0000,"Peraturan Menteri Hak Asasi Manusia Nomor 6 Tahun 2025,""PERATURAN MENTERI",PERATURAN MENTERI,6,2025,Berlaku,
D0001,"Peraturan Menteri Desa dan Pembangunan Daerah Tertinggal Nomor 2 Tahun 2025,""PERATURAN MENTERI",PERATURAN MENTERI,2,2025,Berlaku,
D0002,"Peraturan Menteri Koordinator Bidang Hukum, Hak Asasi Manusia, Imigrasi, dan Pemasyarakatan Nomor 1 Tahun 2025,""PERATURAN MENTERI",PERATURAN MENTERI,1,2025,Berlaku,
D0003,"Peraturan Menteri Desa dan Pembangunan Daerah Tertinggal Nomor 8 Tahun 2025,""PERATURAN MENTERI",PERATURAN MENTERI,8,2025,Berlaku,
D0004,"Peraturan Menteri Perdagangan Nomor 7 Tahun 2025,""PERATURAN MENTERI",PERATURAN MENTERI,7,2025,Berlaku,
D0005,"Peraturan Menteri Keuangan Nomor 57 Tahun 2025,""PERATURAN MENTERI",PERATURAN MENTERI,57,2025,Berlaku,
D0006,"Peraturan Arsip Nasional Nomor 4 Tahun 2025,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,4,2025,Berlaku,
D0007,"Peraturan Perpustakaan Nasional Nomor 2 Tahun 2025,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,2,2025,Berlaku,
D0008,"Peraturan Badan Siber dan Sandi Negara Nomor 4 Tahun 2025,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,4,2025,Berlaku,
D0009,"Peraturan Arsip Nasional Nomor 1 Tahun 2025,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,1,2025,Berlaku,
D0010,"Peraturan Arsip Nasional Nomor 5 Tahun 2025,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,5,2025,Berlaku,
D0011,"Peraturan Badan Siber dan Sandi Negara Nomor 3 Tahun 2025,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,3,2025,Berlaku,
D0012,"Peraturan Arsip Nasional Nomor 2 Tahun 2025,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,2,2025,Berlaku,
D0013,"Peraturan Menteri Pemuda dan Olahraga Nomor 16 Tahun 2024,""PERATURAN MENTERI",PERATURAN MENTERI,16,2024,Berlaku,
D0014,"Peraturan Menteri Koordinator Bidang Politik, Hukum, Dan Keamanan Nomor 1 Tahun 2024,""PERATURAN MENTERI",PERATURAN MENTERI,1,2024,Berlaku,
D0015,"Peraturan Menteri Koordinator Bidang Politik, Hukum, Dan Keamanan Nomor 3 Tahun 2024,""PERATURAN MENTERI",PERATURAN MENTERI,3,2024,Berlaku,
D0016,"Peraturan Menteri Pariwisata dan Ekonomi Kreatif Nomor 5 Tahun 2024,""PERATURAN MENTERI",PERATURAN MENTERI,5,2024,Berlaku,
D0017,"Peraturan Menteri Transmigrasi Nomor 4 Tahun 2024,""PERATURAN MENTERI",PERATURAN MENTERI,4,2024,Berlaku,
D0018,"Peraturan Menteri Koordinator Bidang Politik, Hukum, Dan Keamanan Nomor 2 Tahun 2024,""PERATURAN MENTERI",PERATURAN MENTERI,2,2024,Berlaku,
D0019,"Peraturan Menteri Sekretariat Negara Nomor 5 Tahun 2024,""PERATURAN MENTERI",PERATURAN MENTERI,5,2024,Berlaku,
D0020,"Peraturan Menteri Kesehatan Nomor 4 Tahun 2024,""PERATURAN MENTERI",PERATURAN MENTERI,4,2024,Berlaku,
D0021,"Peraturan Arsip Nasional Nomor 3 Tahun 2024,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,3,2024,Berlaku,
D0022,"Peraturan Badan Standardisasi Nasional Nomor 1 Tahun 2024,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,1,2024,Berlaku,
D0023,"Peraturan Arsip Nasional Nomor 2 Tahun 2024,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,2,2024,Berlaku,
D0024,"Peraturan Perpustakaan Nasional Nomor 17 Tahun 2024,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,17,2024,Berlaku,
D0025,"Peraturan Kepala Badan Pusat Statistik Nomor 1 Tahun 2024,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,1,2024,Berlaku,
D0026,"Peraturan Badan Kepegawaian Negara Nomor 6 Tahun 2024,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,6,2024,Berlaku,
D0027,"Peraturan Badan Pangan Nasional Nomor 3 Tahun 2024,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,3,2024,Berlaku,
D0028,"Peraturan Daerah Kota Semarang Nomor 6 Tahun 2024,""PERATURAN DAERAH",PERATURAN DAERAH,6,2024,Berlaku,
D0029,"Peraturan Daerah Provinsi Lampung Nomor 2 Tahun 2024,""PERATURAN DAERAH",PERATURAN DAERAH,2,2024,Berlaku,
D0030,"Peraturan Presiden Nomor 23 Tahun 2023,""PERATURAN PRESIDEN",PERATURAN PRESIDEN,23,2023,Berlaku,
D0031,"Peraturan Menteri Koordinator Bidang Pembangunan Manusia dan Kebudayaan Nomor 2 Tahun 2023,""PERATURAN MENTERI",PERATURAN MENTERI,2,2023,Berlaku,
D0032,"Peraturan Menteri Koperasi, Usaha Kecil dan Menengah  Nomor 11 Tahun 2023,""PERATURAN MENTERI",PERATURAN MENTERI,11,2023,Berlaku,
D0033,"Peraturan Menteri Luar Negeri Nomor 6 Tahun 2023,""PERATURAN MENTERI",PERATURAN MENTERI,6,2023,Berlaku,
D0034,"Peraturan Menteri Koordinator Bidang Pembangunan Manusia dan Kebudayaan Nomor 4 Tahun 2023,""PERATURAN MENTERI",PERATURAN MENTERI,4,2023,Berlaku,
D0035,"Peraturan Menteri Koordinator Bidang Pembangunan Manusia dan Kebudayaan Nomor 3 Tahun 2023,""PERATURAN MENTERI",PERATURAN MENTERI,3,2023,Berlaku,
D0036,"Peraturan Arsip Nasional Nomor 1 Tahun 2023,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,1,2023,Berlaku,
D0037,"Peraturan Komisi Pemilihan Umum Nomor 17 Tahun 2023,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,17,2023,Berlaku,
D0038,"Peraturan Badan Nasional Pengelola Perbatasan Nomor 1 Tahun 2023,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,1,2023,Berlaku,
D0039,"Peraturan Daerah Kabupaten Padang Pariaman Nomor 1 Tahun 2023,""PERATURAN DAERAH",PERATURAN DAERAH,1,2023,Berlaku,
D0040,"Peraturan Daerah Provinsi Jambi Nomor 8 Tahun 2023,""PERATURAN DAERAH",PERATURAN DAERAH,8,2023,Berlaku,
D0041,"Peraturan Daerah Kabupaten Pamekasan Nomor 1 Tahun 2023,""PERATURAN DAERAH",PERATURAN DAERAH,1,2023,Berlaku,
D0042,"Peraturan Badan Pengawas Obat dan Makanan Nomor 6 Tahun 2023,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,6,2023,Berlaku,
D0043,"Peraturan Menteri Koordinator Bidang Kemaritiman dan Investasi  Nomor 1 Tahun 2022,""PERATURAN MENTERI",PERATURAN MENTERI,1,2022,Berlaku,
D0044,"Peraturan Menteri Sosial Nomor 5 Tahun 2022,""PERATURAN MENTERI",PERATURAN MENTERI,5,2022,Berlaku,
D0045,"Peraturan Menteri Koordinator Bidang Kemaritiman dan Investasi  Nomor 2 Tahun 2022,""PERATURAN MENTERI",PERATURAN MENTERI,2,2022,Berlaku,
D0046,"Peraturan Menteri Luar Negeri Nomor 3 Tahun 2022,""PERATURAN MENTERI",PERATURAN MENTERI,3,2022,Berlaku,
D0047,"Peraturan Menteri Pendidikan, Kebudayaan, Riset, dan Teknologi Nomor 20 Tahun 2022,""PERATURAN MENTERI",PERATURAN MENTERI,20,2022,Berlaku,
D0048,"Peraturan Menteri Luar Negeri Nomor 12 Tahun 2022,""PERATURAN MENTERI",PERATURAN MENTERI,12,2022,Berlaku,
D0049,"Peraturan Menteri Luar Negeri Nomor 4 Tahun 2022,""PERATURAN MENTERI",PERATURAN MENTERI,4,2022,Berlaku,
D0050,"Peraturan Menteri Dalam Negeri Nomor 83 Tahun 2022,""PERATURAN MENTERI",PERATURAN MENTERI,83,2022,Berlaku,
D0051,"Peraturan Menteri Koperasi dan UKM Nomor 12 Tahun 2022,""PERATURAN MENTERI",PERATURAN MENTERI,12,2022,Berlaku,
D0052,"Peraturan Menteri Perindustrian Nomor 48 Tahun 2022,""PERATURAN MENTERI",PERATURAN MENTERI,48,2022,Berlaku,
D0053,"Peraturan Menteri Desa, Pembangunan Daerah Tertinggal, dan Transmigrasi Nomor 1 Tahun 2022,""PERATURAN MENTERI",PERATURAN MENTERI,1,2022,Berlaku,
D0054,"Peraturan Menteri Perdagangan Nomor 54 Tahun 2022,""PERATURAN MENTERI",PERATURAN MENTERI,54,2022,Berlaku,
D0055,"Peraturan Menteri Keuangan Nomor 152/PMK.01/2022  Tahun 2022,""PERATURAN MENTERI",PERATURAN MENTERI,152/PMK.01/2022,2022,Berlaku,
D0056,"Peraturan Menteri Hukum dan Hak Asasi Manusia Nomor 5 Tahun 2022,""PERATURAN MENTERI",PERATURAN MENTERI,5,2022,Berlaku,
D0057,"Peraturan Menteri Koperasi dan UKM Nomor 13 Tahun 2022,""PERATURAN MENTERI",PERATURAN MENTERI,13,2022,Berlaku,
D0058,"Peraturan Menteri Perdagangan Nomor 48 Tahun 2022,""PERATURAN MENTERI",PERATURAN MENTERI,48,2022,Berlaku,
D0059,"Peraturan Arsip Nasional Nomor 11 Tahun 2022,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,11,2022,Berlaku,
D0060,"Peraturan Badan Pengawas Tenaga Nuklir Nomor 7 Tahun 2022,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,7,2022,Berlaku,
D0061,"Peraturan Kejaksaan Agung Nomor 7 Tahun 2022,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,7,2022,Berlaku,
D0062,"Peraturan Arsip Nasional Nomor 6 Tahun 2022,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,6,2022,Berlaku,
D0063,"Peraturan Kejaksaan Agung Nomor 9 Tahun 2022,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,9,2022,Berlaku,
D0064,"Peraturan Arsip Nasional Nomor 8 Tahun 2022,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,8,2022,Berlaku,
D0065,"Peraturan Badan Narkotika Nasional Nomor 9 Tahun 2022,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,9,2022,Berlaku,
D0066,"Peraturan Badan Pengawas Obat dan Makanan Nomor 35 Tahun 2022,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,35,2022,Berlaku,
D0067,"Peraturan Badan Kepegawaian Negara Nomor 1 Tahun 2022,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,1,2022,Berlaku,
D0068,"Peraturan Badan Inteligen Negara Nomor 02 Tahun 2022,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,02,2022,Berlaku,
D0069,"Peraturan Badan Pangan Nasional Nomor 9 Tahun 2022,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,9,2022,Berlaku,
D0070,"Peraturan Badan Pelindungan Pekerja Migran Indonesia Nomor 4 Tahun 2022,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,4,2022,Berlaku,
D0071,"Peraturan Kejaksaan Agung Nomor 8 Tahun 2022,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,8,2022,Berlaku,
D0072,"Peraturan Arsip Nasional Nomor 9 Tahun 2022,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,9,2022,Berlaku,
D0073,"Peraturan Badan Pelindungan Pekerja Migran Indonesia Nomor 2 Tahun 2022,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,2,2022,Berlaku,
D0074,"Peraturan Badan Meteorologi,Klimatologi,dan Geofisika Nomor 13 Tahun 2022,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,13,2022,Berlaku,
D0075,"Peraturan Komisi Pengawas Persaingan Usaha Nomor 8 Tahun 2022,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,8,2022,Berlaku,
D0076,"Peraturan Badan Meteorologi,Klimatologi,dan Geofisika Nomor 7 Tahun 2022,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,7,2022,Berlaku,
D0077,"Peraturan Badan Pelindungan Pekerja Migran Indonesia Nomor 3 Tahun 2022,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,3,2022,Berlaku,
D0078,"Peraturan Daerah Kabupaten Brebes Nomor 9 Tahun 2022,""PERATURAN DAERAH",PERATURAN DAERAH,9,2022,Berlaku,
D0079,"Peraturan Menteri Koperasi dan UKM Nomor 7 Tahun 2021,""PERATURAN MENTERI",PERATURAN MENTERI,7,2021,Berlaku,
D0080,"Peraturan Menteri Pekerjaan Umum dan Perumahan Rakyat Nomor 27 Tahun 2021,""PERATURAN MENTERI",PERATURAN MENTERI,27,2021,Berlaku,
D0081,"Peraturan Menteri Desa, Pembangunan Daerah Tertinggal, dan Transmigrasi Nomor 14 Tahun 2021,""PERATURAN MENTERI",PERATURAN MENTERI,14,2021,Berlaku,
D0082,"Peraturan Menteri Desa, Pembangunan Daerah Tertinggal, dan Transmigrasi Nomor 10 Tahun 2021,""PERATURAN MENTERI",PERATURAN MENTERI,10,2021,Berlaku,
D0083,"Peraturan Menteri Desa, Pembangunan Daerah Tertinggal, dan Transmigrasi Nomor 13 Tahun 2021,""PERATURAN MENTERI",PERATURAN MENTERI,13,2021,Berlaku,
D0084,"Peraturan Menteri Koordinator Bidang Kemaritiman dan Investasi  Nomor 3 Tahun 2021,""PERATURAN MENTERI",PERATURAN MENTERI,3,2021,Berlaku,
D0085,"Peraturan Menteri Pertahanan Nomor 15 Tahun 2021,""PERATURAN MENTERI",PERATURAN MENTERI,15,2021,Berlaku,
D0086,"Peraturan Menteri Kelautan dan Perikanan Nomor 8 Tahun 2021,""PERATURAN MENTERI",PERATURAN MENTERI,8,2021,Berlaku,
D0087,"Peraturan Menteri Pekerjaan Umum dan Perumahan Rakyat Nomor 26 Tahun 2021,""PERATURAN MENTERI",PERATURAN MENTERI,26,2021,Berlaku,
D0088,"Peraturan Menteri Kelautan dan Perikanan Nomor 9 Tahun 2021,""PERATURAN MENTERI",PERATURAN MENTERI,9,2021,Berlaku,
D0089,"Peraturan Menteri Ketenagakerjaan Nomor 26 Tahun 2021,""PERATURAN MENTERI",PERATURAN MENTERI,26,2021,Berlaku,
D0090,"Peraturan Menteri Pemberdayaan Perempuan dan Perlindungan Anak Nomor 10 Tahun 2021,""PERATURAN MENTERI",PERATURAN MENTERI,10,2021,Berlaku,
D0091,"Peraturan Badan Pengawas Tenaga Nuklir Nomor 6 Tahun 2021,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,6,2021,Berlaku,
D0092,"Peraturan Badan Nasional Pencarian dan Pertolongan Nomor 6 Tahun 2021,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,6,2021,Berlaku,
D0093,"Peraturan Badan Amil Zakat Nasional Nomor 1 Tahun 2021,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,1,2021,Berlaku,
D0094,"Peraturan Arsip Nasional Nomor 6 Tahun 2021,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,6,2021,Berlaku,
D0095,"Peraturan Arsip Nasional Nomor 20 Tahun 2021,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,20,2021,Berlaku,
D0096,"Peraturan Komisi Pemilihan Umum Nomor 8 Tahun 2021,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,8,2021,Berlaku,
D0097,"Peraturan Komisi Pemilihan Umum Nomor 7 Tahun 2021,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,7,2021,Berlaku,
D0098,"Peraturan Arsip Nasional Nomor 4 Tahun 2021,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,4,2021,Berlaku,
D0099,"Peraturan Badan Keamanan Laut Nomor 27 Tahun 2021,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,27,2021,Berlaku,
D0100,"Peraturan Perpustakaan Nasional Nomor 15 Tahun 2021,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,15,2021,Berlaku,
D0101,"Peraturan Arsip Nasional Nomor 5 Tahun 2021,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,5,2021,Berlaku,
D0102,"Peraturan Perpustakaan Nasional Nomor 14 Tahun 2021,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,14,2021,Berlaku,
D0103,"Peraturan Komisi Nasional Hak Asasi Manusia Nomor 6 Tahun 2021,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,6,2021,Berlaku,
D0104,"Peraturan Badan Nasional Penanggulangan Bencana Nomor 1 Tahun 2021,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,1,2021,Berlaku,
D0105,"Peraturan Daerah Kabupaten Bondowoso Nomor 2 Tahun 2021,""PERATURAN DAERAH",PERATURAN DAERAH,2,2021,Berlaku,
D0106,"Peraturan Daerah Kota Depok Nomor 1 Tahun 2021,""PERATURAN DAERAH",PERATURAN DAERAH,1,2021,Berlaku,
D0107,"Peraturan Menteri Energi Dan Sumber Daya Mineral Nomor 2 Tahun 2020,""PERATURAN MENTERI",PERATURAN MENTERI,2,2020,Berlaku,
D0108,"Peraturan Menteri Agraria dan Tata Ruang/Badan Pertanahan Nasional Nomor 8 Tahun 2020,""PERATURAN MENTERI",PERATURAN MENTERI,8,2020,Berlaku,
D0109,"Peraturan Menteri Perdagangan Nomor 73 Tahun 2020,""PERATURAN MENTERI",PERATURAN MENTERI,73,2020,Berlaku,
D0110,"Peraturan Menteri Koordinator Bidang Kemaritiman dan Investasi  Nomor 1 Tahun 2020,""PERATURAN MENTERI",PERATURAN MENTERI,1,2020,Berlaku,
D0111,"Peraturan Menteri Energi Dan Sumber Daya Mineral Nomor 15 Tahun 2020,""PERATURAN MENTERI",PERATURAN MENTERI,15,2020,Berlaku,
D0112,"Peraturan Menteri Pemuda dan Olahraga Nomor 3 Tahun 2020,""PERATURAN MENTERI",PERATURAN MENTERI,3,2020,Dicabut,Peraturan Menteri Pemuda dan Olahraga Nomor 5 Tahun 2022
D0113,"Peraturan Menteri Dalam Negeri Nomor 65 Tahun 2020,""PERATURAN MENTERI",PERATURAN MENTERI,65,2020,Berlaku,
D0114,"Peraturan Komisi Nasional Hak Asasi Manusia Nomor 7 Tahun 2020,""PERATURAN MENTERI",PERATURAN MENTERI,7,2020,Berlaku,
D0115,"Peraturan Komisi Nasional Hak Asasi Manusia Nomor 4 Tahun 2020,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,4,2020,Berlaku,
D0116,"Peraturan Badan Pengawas Pemilihan Umum Nomor 14 Tahun 2020,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,14,2020,Berlaku,
D0117,"Peraturan Komisi Nasional Hak Asasi Manusia Nomor 6 Tahun 2020,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,6,2020,Berlaku,
D0118,"Peraturan Badan Kepegawaian Negara Nomor 19 Tahun 2020,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,19,2020,Berlaku,
D0119,"Peraturan Lembaga Perlindungan Saksi dan Korban Nomor 4 Tahun 2020,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,4,2020,Berlaku,
D0120,"Peraturan Badan Koordinasi Penanaman Modal Nomor 12 Tahun 2020,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,12,2020,Berlaku,
D0121,"Peraturan Badan Pengawas Pemilihan Umum Nomor 10 Tahun 2020,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,10,2020,Berlaku,
D0122,"Peraturan Lembaga Perlindungan Saksi dan Korban Nomor 6 Tahun 2020,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,6,2020,Berlaku,
D0123,"Peraturan Perpustakaan Nasional Nomor 9 Tahun 2020,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,9,2020,Berlaku,
