id,title,jenis,nomor,tahun,status,dicabut_oleh
D0486,"Peraturan Arsip Nasional Nomor 1 Tahun 2013,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,1,2013,Berlaku,
D0487,"Peraturan Arsip Nasional Nomor 2 Tahun 2013,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,2,2013,Berlaku,
D0488,"Peraturan Arsip Nasional Nomor 3 Tahun 2013,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,3,2013,Berlaku,
D0489,"Peraturan Arsip Nasional Nomor 4 Tahun 2013,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,4,2013,Berlaku,
D0490,"Peraturan Arsip Nasional Nomor 5 Tahun 2013,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,5,2013,Berlaku,
D0491,"Peraturan Arsip Nasional Nomor 6 Tahun 2013,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,6,2013,Berlaku,
D0492,"Peraturan Badan Nasional Penanggulangan Bencana Nomor 2 Tahun 2013,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,2,2013,Berlaku,
D0493,"Peraturan Arsip Nasional Nomor 12 Tahun 2013,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,12,2013,Berlaku,
D0494,"Peraturan Daerah Kabupaten Tanjung Jabung Timur Nomor 15 Tahun 2013,""PERATURAN DAERAH",PERATURAN DAERAH,15,2013,Berlaku,
D0495,"Peraturan Daerah Kabupaten Garut Nomor 6 Tahun 2013,""PERATURAN DAERAH",PERATURAN DAERAH,6,2013,Berlaku,
D0496,"Peraturan Daerah Kabupaten Badung Nomor 22 Tahun 2013,""PERATURAN DAERAH",PERATURAN DAERAH,22,2013,Berlaku,
D0497,"Peraturan Menteri Komunikasi dan Informatika Nomor 13 Tahun 2012,""PERATURAN MENTERI",PERATURAN MENTERI,13,2012,Berlaku,
D0498,"Peraturan Menteri Kesehatan Nomor 30 Tahun 2012,""PERATURAN MENTERI",PERATURAN MENTERI,30,2012,Berlaku,
D0499,"Peraturan Menteri Dalam Negeri Nomor 78 Tahun 2012,""PERATURAN MENTERI",PERATURAN MENTERI,78,2012,Berlaku,
D0500,"Peraturan Menteri Negara Perumahan Rakyat Nomor 30 Tahun 2012,""PERATURAN MENTERI",PERATURAN MENTERI,30,2012,Berlaku,
D0501,"Peraturan Menteri Negara Perumahan Rakyat Nomor 31 Tahun 2012,""PERATURAN MENTERI",PERATURAN MENTERI,31,2012,Berlaku,
D0502,"Peraturan Menteri Pariwisata dan Ekonomi Kreatif Nomor PM.134/UM.001/MPEK/2012 Tahun 2012,""PERATURAN MENTERI",PERATURAN MENTERI,PM.134/UM.001/MPEK/2012,2012,Dicabut,Peraturan Menteri Pariwisata Nomor 15 Tahun 2019
D0503,"Peraturan Menteri Pendidikan dan Kebudayaan Nomor 60 Tahun 2012,""PERATURAN MENTERI",PERATURAN MENTERI,60,2012,Berlaku,
D0504,"Peraturan Menteri Pertahanan Nomor 5 Tahun 2012,""PERATURAN MENTERI",PERATURAN MENTERI,5,2012,Berlaku,
D0505,"Peraturan Menteri Koordinator Bidang Kesejahteraan Rakyat Nomor 1 Tahun 2012,""PERATURAN MENTERI",PERATURAN MENTERI,1,2012,Berlaku,
D0506,"Peraturan Menteri Koordinator Bidang Kesejahteraan Rakyat Nomor 2 Tahun 2012,""PERATURAN MENTERI",PERATURAN MENTERI,2,2012,Berlaku,
D0507,"Peraturan Menteri Hukum dan Hak Asasi Manusia Nomor 6 Tahun 2012,""PERATURAN MENTERI",PERATURAN MENTERI,6,2012,Berlaku,
D0508,"Peraturan Menteri Sosial Nomor 31 Tahun 2012,""PERATURAN MENTERI",PERATURAN MENTERI,31,2012,Dicabut,Peraturan Menteri Sosial Nomor 7 Tahun 2016
D0509,"Peraturan Badan Meteorologi,Klimatologi,dan Geofisika Nomor KEP.10 Tahun 2012,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,KEP.10,2012,Dicabut,"Peraturan Badan Meteorologi,Klimatologi,dan Geofisika Nomor 5 Tahun 2018"
D0510,"Peraturan Komisi Pemilihan Umum Nomor 3 Tahun 2012,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,3,2012,Berlaku,
D0511,"Peraturan Arsip Nasional Nomor 03 Tahun 2012,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,03,2012,Berlaku,
D0512,"Peraturan Arsip Nasional Nomor 04 Tahun 2012,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,04,2012,Berlaku,
D0513,"Peraturan Arsip Nasional Nomor 09 Tahun 2012,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,09,2012,Berlaku,
D0514,"Peraturan Arsip Nasional Nomor 12 Tahun 2012,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,12,2012,Berlaku,
D0515,"Peraturan Arsip Nasional Nomor 13 Tahun 2012,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,13,2012,Berlaku,
D0516,"Peraturan Arsip Nasional Nomor 15 Tahun 2012,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,15,2012,Berlaku,
D0517,"Peraturan Arsip Nasional Nomor 17 Tahun 2012,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,17,2012,Dicabut,Peraturan Arsip Nasional Nomor 37 Tahun 2016
D0518,"Peraturan Arsip Nasional Nomor 19 Tahun 2012,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,19,2012,Berlaku,
D0519,"Peraturan Arsip Nasional Nomor 21 Tahun 2012,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,21,2012,Berlaku,
D0520,"Peraturan Arsip Nasional Nomor 22 Tahun 2012,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,22,2012,Berlaku,
D0521,"Peraturan Arsip Nasional Nomor 23 Tahun 2012,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,23,2012,Berlaku,
D0522,"Peraturan Arsip Nasional Nomor 24 Tahun 2012,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,24,2012,Berlaku,
D0523,"Peraturan Arsip Nasional Nomor 25 Tahun 2012,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,25,2012,Dicabut,Peraturan Arsip Nasional Nomor 37 Tahun 2016
D0524,"Peraturan Arsip Nasional Nomor 26 Tahun 2012,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,26,2012,Berlaku,
D0525,"Peraturan Arsip Nasional Nomor 27 Tahun 2012,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,27,2012,Berlaku,
D0526,"Peraturan Arsip Nasional Nomor 28 Tahun 2012,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,28,2012,Dicabut,Peraturan Arsip Nasional Nomor 19 Tahun 2017
D0527,"Peraturan Arsip Nasional Nomor 29 Tahun 2012,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,29,2012,Berlaku,
D0528,"Peraturan Arsip Nasional Nomor 30 Tahun 2012,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,30,2012,Berlaku,
D0529,"Peraturan Arsip Nasional Nomor 31 Tahun 2012,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,31,2012,Berlaku,
D0530,"Peraturan Arsip Nasional Nomor 32 Tahun 2012,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,32,2012,Berlaku,
D0531,"Peraturan Arsip Nasional Nomor 33 Tahun 2012,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,33,2012,Berlaku,
D0532,"Peraturan Arsip Nasional Nomor 35 Tahun 2012,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,35,2012,Berlaku,
D0533,"Peraturan Arsip Nasional Nomor 36 Tahun 2012,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,36,2012,Berlaku,
D0534,"Peraturan Arsip Nasional Nomor 37 Tahun 2012,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,37,2012,Berlaku,
D0535,"Peraturan Arsip Nasional Nomor 7 Tahun 2012,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,7,2012,Berlaku,
D0536,"Peraturan Badan Nasional Penanggulangan Bencana Nomor 14 Tahun 2012,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,14,2012,Berlaku,
D0537,"Peraturan Arsip Nasional Nomor 11 Tahun 2012,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,11,2012,Berlaku,
D0538,"Peraturan Arsip Nasional Nomor 14 Tahun 2012,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,14,2012,Dicabut,Peraturan Arsip Nasional Nomor 6 Tahun 2021
D0539,"Peraturan Arsip Nasional Nomor 16 Tahun 2012,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,16,2012,Berlaku,
D0540,"Peraturan Arsip Nasional Nomor 18 Tahun 2012,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,18,2012,Berlaku,
D0541,"Peraturan Arsip Nasional Nomor 20 Tahun 2012,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,20,2012,Berlaku,
D0542,"Peraturan Daerah Provinsi Sumatera Barat Nomor 17 Tahun 2012,""PERATURAN DAERAH",PERATURAN DAERAH,17,2012,Berlaku,
D0543,"Peraturan Pemerintah Nomor 28 Tahun 2012,""PERATURAN PEMERINTAH",PERATURAN PEMERINTAH,28,2012,Berlaku,
D0544,"Peraturan Presiden Nomor 42 Tahun 2012,""PERATURAN PRESIDEN",PERATURAN PRESIDEN,42,2012,Berlaku,
D0545,"Peraturan Presiden Nomor 114 Tahun 2012,""PERATURAN PRESIDEN",PERATURAN PRESIDEN,114,2012,Berlaku,
D0546,"Peraturan Menteri Pertahanan Nomor 18 Tahun 2011,""PERATURAN MENTERI",PERATURAN MENTERI,18,2011,Dicabut,Peraturan Menteri Pertahanan Nomor 15 Tahun 2021
D0547,"Peraturan Menteri Energi Dan Sumber Daya Mineral Nomor 18 Tahun 2011,""PERATURAN MENTERI",PERATURAN MENTERI,18,2011,Unknown,
D0548,"Peraturan Menteri Kehutanan Nomor P.51/MENHUT-II/2011 Tahun 2011,""PERATURAN MENTERI",PERATURAN MENTERI,P.51/MENHUT-II/2011,2011,Dicabut,Peraturan Menteri Lingkungan Hidup Nomor P.44/MENLHK/SETJEN/KUM.1/5/2016 Tahun 2016
D0549,"Peraturan Badan Pengawas Obat dan Makanan Nomor HK.04.1.03.11.01799 Tahun 2011,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,HK.04.1.03.11.01799,2011,Berlaku,
D0550,"Peraturan Arsip Nasional Nomor 35 Tahun 2011,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,35,2011,Berlaku,
D0551,"Peraturan Arsip Nasional Nomor 42 Tahun 2011,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,42,2011,Dicabut,Peraturan Arsip Nasional Nomor 18 Tahun 2016
D0552,"Peraturan Badan Nasional Penanggulangan Bencana Nomor 18 Tahun 2011,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,18,2011,Dicabut,Peraturan Badan Nasional Penanggulangan Bencana Nomor 1 Tahun 2021
D0553,"Peraturan Daerah Provinsi Jambi Nomor 5 Tahun 2011,""PERATURAN DAERAH",PERATURAN DAERAH,5,2011,Berlaku,
D0554,"Peraturan Daerah Provinsi Jawa Barat Nomor 18 Tahun 2011,""PERATURAN DAERAH",PERATURAN DAERAH,18,2011,Berlaku,
D0555,"Peraturan Menteri Koperasi dan UKM Nomor 06/PER/M.KUKM/XI/2010 Tahun 2010,""PERATURAN MENTERI",PERATURAN MENTERI,06/PER/M.KUKM/XI/2010,2010,Berlaku,
D0556,"Peraturan Menteri Negara Perumahan Rakyat Nomor 6 Tahun 2010,""PERATURAN MENTERI",PERATURAN MENTERI,6,2010,Berlaku,
D0557,"Peraturan Menteri Negara Perumahan Rakyat Nomor 8 Tahun 2010,""PERATURAN MENTERI",PERATURAN MENTERI,8,2010,Berlaku,
D0558,"Peraturan Menteri Pertahanan Nomor 29 Tahun 2010,""PERATURAN MENTERI",PERATURAN MENTERI,29,2010,Berlaku,
D0559,"Peraturan Menteri Pertahanan Nomor 30 Tahun 2010,""PERATURAN MENTERI",PERATURAN MENTERI,30,2010,Dicabut,Peraturan Menteri Pertahanan Nomor 24 Tahun 2019
D0560,"Peraturan Menteri Pendidikan Nasional Nomor 39 Tahun 2010,""PERATURAN MENTERI",PERATURAN MENTERI,39,2010,Berlaku,
D0561,"Peraturan Menteri Pertahanan Nomor 18 Tahun 2010,""PERATURAN MENTERI",PERATURAN MENTERI,18,2010,Berlaku,
D0562,"Peraturan Menteri Energi Dan Sumber Daya Mineral Nomor 18 Tahun 2010,""PERATURAN MENTERI",PERATURAN MENTERI,18,2010,Dicabut,Peraturan Menteri Energi Dan Sumber Daya Mineral Nomor 13 Tahun 2016
D0563,"Peraturan Badan Nasional Penanggulangan Bencana Nomor 26 Tahun 2010,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,26,2010,Dicabut,Peraturan Badan Nasional Penanggulangan Bencana Nomor 1 Tahun 2021
D0564,"Peraturan Daerah Kota Banjarmasin Nomor 5 Tahun 2010,""PERATURAN DAERAH",PERATURAN DAERAH,5,2010,Berlaku,
D0565,"Peraturan Daerah Provinsi Sulawesi Selatan Nomor 3 Tahun 2010,""PERATURAN DAERAH",PERATURAN DAERAH,3,2010,Berlaku,
D0566,"Peraturan Menteri Energi Dan Sumber Daya Mineral Nomor 3 Tahun 2009,""PERATURAN MENTERI",PERATURAN MENTERI,3,2009,Unknown,
D0567,"Peraturan Menteri Energi Dan Sumber Daya Mineral Nomor 10 Tahun 2009,""PERATURAN MENTERI",PERATURAN MENTERI,10,2009,Unknown,
D0568,"Peraturan Arsip Nasional Nomor 6 Tahun 2009,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,6,2009,Berlaku,
D0569,"Peraturan Daerah Provinsi Bangka Belitung Nomor 6 Tahun 2009,""PERATURAN DAERAH",PERATURAN DAERAH,6,2009,Berlaku,
D0570,"Peraturan Daerah Provinsi Bangka Belitung Nomor 6 Tahun 2009,""PERATURAN DAERAH",PERATURAN DAERAH,6,2009,Berlaku,
D0571,"Peraturan Daerah Provinsi Kalimantan Timur Nomor 17 Tahun 2008,""PERATURAN DAERAH",PERATURAN DAERAH,17,2008,Berlaku,
D0572,"Peraturan Kepolisian Negara Republik Indonesia Nomor 17 Tahun 2007,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,17,2007,Berlaku,
D0573,"Peraturan Daerah Provinsi DKI Jakarta Nomor 1 Tahun 2007,""PERATURAN DAERAH",PERATURAN DAERAH,1,2007,Berlaku,
D0574,"Peraturan Daerah Kabupaten Purwakarta Nomor 22 Tahun 2007,""PERATURAN DAERAH",PERATURAN DAERAH,22,2007,Berlaku,
D0575,"Peraturan Daerah Provinsi DKI Jakarta Nomor 1 Tahun 2007,""PERATURAN DAERAH",PERATURAN DAERAH,1,2007,Berlaku,
D0576,"Peraturan Presiden Nomor 46 Tahun 2007,""PERATURAN PRESIDEN",PERATURAN PRESIDEN,46,2007,Berlaku,
D0577,"Peraturan Menteri Energi Dan Sumber Daya Mineral Nomor 52 Tahun 2006,""PERATURAN MENTERI",PERATURAN MENTERI,52,2006,Dicabut,Peraturan Menteri Energi Dan Sumber Daya Mineral Nomor 2 Tahun 2020
D0578,"Peraturan Arsip Nasional Nomor 3 Tahun 2006,""PERATURAN BADAN/LEMBAGA",PERATURAN BADAN/LEMBAGA,3,2006,Berlaku,
D0579,"Peraturan Daerah Kabupaten Gresik Nomor 7 Tahun 2006,""PERATURAN DAERAH",PERATURAN DAERAH,7,2006,Berlaku,
D0580,"Peraturan Daerah Kabupaten Musi Rawas Nomor 15 Tahun 2006,""PERATURAN DAERAH",PERATURAN DAERAH,15,2006,Berlaku,
D0581,"Peraturan Presiden Nomor 40 Tahun 2006,""PERATURAN PRESIDEN",PERATURAN PRESIDEN,40,2006,Berlaku,
D0582,"Peraturan Daerah Provinsi Jawa Tengah Nomor 4 Tahun 2005,""PERATURAN DAERAH",PERATURAN DAERAH,4,2005,Berlaku,
D0583,"Peraturan Daerah Kota Cilegon Nomor 12 Tahun 2005,""PERATURAN DAERAH",PERATURAN DAERAH,12,2005,Berlaku,
D0584,"Peraturan Daerah Kabupaten Aceh Utara Nomor 24 Tahun 2005,""PERATURAN DAERAH",PERATURAN DAERAH,24,2005,Berlaku,
D0585,"Peraturan Daerah Kabupaten Tanah Bumbu Nomor 24 Tahun 2005,""PERATURAN DAERAH",PERATURAN DAERAH,24,2005,Berlaku,
D0586,"Peraturan Daerah Kabupaten Purbalingga Nomor 32 Tahun 2005,""PERATURAN DAERAH",PERATURAN DAERAH,32,2005,Berlaku,
D0587,"Peraturan Presiden Nomor 24 Tahun 2005,""PERATURAN PRESIDEN",PERATURAN PRESIDEN,24,2005,Berlaku,
D0588,"Peraturan Pemerintah Nomor 42 Tahun 2005,""PERATURAN PEMERINTAH",PERATURAN PEMERINTAH,42,2005,Berlaku,
D0589,"Keputusan Presiden Nomor 105 Tahun 2004,""KEPUTUSAN PRESIDEN",KEPUTUSAN PRESIDEN,105,2004,Berlaku,
D0590,"Peraturan Daerah Kabupaten Banyumas Nomor 9 Tahun 2004,""PERATURAN DAERAH",PERATURAN DAERAH,9,2004,Berlaku,
D0591,"Peraturan Daerah Kabupaten Magelang Nomor 20 Tahun 2004,""PERATURAN DAERAH",PERATURAN DAERAH,20,2004,Berlaku,
D0592,"Peraturan Daerah Kota Madiun Nomor 31 Tahun 2004,""PERATURAN DAERAH",PERATURAN DAERAH,31,2004,Berlaku,
D0593,"Peraturan Daerah Kabupaten Tanggamus Nomor 5 Tahun 2003,""PERATURAN DAERAH",PERATURAN DAERAH,5,2003,Berlaku,
D0594,"Peraturan Daerah Kabupaten Jayapura Nomor 16 Tahun 2003,""PERATURAN DAERAH",PERATURAN DAERAH,16,2003,Berlaku,
D0595,"Peraturan Daerah Provinsi Banten Nomor 47 Tahun 2002,""PERATURAN DAERAH",PERATURAN DAERAH,47,2002,Berlaku,
D0596,"Keputusan Presiden Nomor 115 Tahun 2001,""KEPUTUSAN PRESIDEN",KEPUTUSAN PRESIDEN,115,2001,Berlaku,
D0597,"Peraturan Daerah Provinsi Jawa Tengah Nomor 8 Tahun 2001,""PERATURAN DAERAH",PERATURAN DAERAH,8,2001,Berlaku,
D0598,"Peraturan Daerah Provinsi Nanggroe Aceh Darussalam Nomor 38 Tahun 2001,""PERATURAN DAERAH",PERATURAN DAERAH,38,2001,Berlaku,
D0599,"Peraturan Daerah Provinsi Nanggroe Aceh Darussalam Nomor 38 Tahun 2001,""PERATURAN DAERAH",PERATURAN DAERAH,38,2001,Berlaku,
D0600,"Keputusan Presiden Nomor 25 Tahun 2000,""KEPUTUSAN PRESIDEN",KEPUTUSAN PRESIDEN,25,2000,Berlaku,
D0601,"Peraturan Daerah Provinsi Jawa Barat Nomor 6 Tahun 2000,""PERATURAN DAERAH",PERATURAN DAERAH,6,2000,Berlaku,
D0602,"Peraturan Daerah Kabupaten Bantul Nomor 36 Tahun 2000,""PERATURAN DAERAH",PERATURAN DAERAH,36,2000,Berlaku,
D0603,"Peraturan Daerah Provinsi Lampung Nomor 2 Tahun 1996,""PERATURAN DAERAH",PERATURAN DAERAH,2,1996,Berlaku,
D0604,"Keputusan Presiden Nomor 34 Tahun 1995,""KEPUTUSAN PRESIDEN",KEPUTUSAN PRESIDEN,34,1995,Berlaku,
D0605,"Peraturan Daerah Provinsi DI Yogyakarta Nomor 7 Tahun 1994,""PERATURAN DAERAH",PERATURAN DAERAH,7,1994,Berlaku,
D0606,"Peraturan Daerah Provinsi DI Yogyakarta Nomor 8 Tahun 1994,""PERATURAN DAERAH",PERATURAN DAERAH,8,1994,Berlaku,
D0607,"Keputusan Presiden Nomor 92 Tahun 1993,""KEPUTUSAN PRESIDEN",KEPUTUSAN PRESIDEN,92,1993,Berlaku,
D0608,"Peraturan Daerah Provinsi Nusa Tenggara Timur Nomor 1 Tahun 1993,""PERATURAN DAERAH",PERATURAN DAERAH,1,1993,Berlaku,
D0609,"Peraturan Daerah Provinsi Nanggroe Aceh Darussalam Nomor 5 Tahun 1990,""PERATURAN DAERAH",PERATURAN DAERAH,5,1990,Berlaku,
D0610,"Peraturan Pemerintah Nomor 34 Tahun 1979,""PERATURAN PEMERINTAH",PERATURAN PEMERINTAH,34,1979,Dicabut,Peraturan Pemerintah Nomor 28 Tahun 2012
D0611,"Keputusan Presiden Nomor 26 Tahun 1974,""KEPUTUSAN PRESIDEN",KEPUTUSAN PRESIDEN,26,1974,Berlaku,
D0612,"Undang-Undang Nomor 7 Tahun 1971,""UNDANG-UNDANG",UNDANG-UNDANG,7,1971,Dicabut,Undang-Undang Nomor 43 Tahun 2009
D0613,"Peraturan Presiden Nomor 19 Tahun 1961,""PERATURAN PRESIDEN",PERATURAN PRESIDEN,19,1961,Berlaku,
